"","long","lat","group","order","State_name","County","FIPS","State","FFRPTH14","PCH_FFRPTH_09_14","FSRPTH14","PCH_FSRPTH_09_14"
"234079",-97.8382720947266,40.691463470459,1639,49423,"Nebraska","Clay",1027,"AL",0.295159386,3.350059032,0.442739079,-11.41423512
"234169",-97.0246734619141,41.734245300293,1640,49429,"Nebraska","Colfax",31037,"NE",0.380807312,31.75932978,0.666412795,-46.78950144
"234195",-96.8069458007812,42.0665626525879,1641,49443,"Nebraska","Cuming",31039,"NE",0.664672649,-13.28870531,1.218566523,1.163177135
"234203",-99.2248306274414,41.7399749755859,1642,49452,"Nebraska","Custer",8027,"CO",0.229305205,-51.96055951,2.063746847,-13.52900711
"234275",-96.6064147949219,42.507740020752,1643,49465,"Nebraska","Dakota",27037,"MN",0.649651297,3.140199113,0.562384705,12.16777073
"234313",-103.436073303223,42.4332542419434,1644,49485,"Nebraska","Dawes",31045,"NE",0.884760009,35.92862936,1.548330015,78.40632603
"234324",-100.221778869629,40.697193145752,1645,49497,"Nebraska","Dawson",13085,"GA",0.740514876,-12.98950211,0.60983578,-35.16864863
"234368",-102.616744995117,41.0065879821777,1646,49509,"Nebraska","Deuel",31049,"NE",0.515463918,NA,2.06185567,33.40206186
"234382",-97.0189437866211,42.3415832519531,1647,49517,"Nebraska","Dixon",31051,"NE",0,-100,0.518851608,-48.00242131
"234406",-96.5548477172852,41.722785949707,1648,49542,"Nebraska","Dodge",13091,"GA",0.619755912,11.8607774,0.238367658,-42.63549877
"234502",-96.3256683349609,41.1784744262695,1649,49567,"Nebraska","Douglas",8035,"CO",0.648364152,2.494716418,0.600690317,-2.85870944
"234742",-101.339042663574,40.3534164428711,1650,49588,"Nebraska","Dundy",31057,"NE",0.530222694,5.885471898,1.060445387,-29.4096854
"234749",-97.8325424194336,40.3362274169922,1651,49596,"Nebraska","Fillmore",27045,"MN",0.336927224,-35.91950502,1.540238737,28.89333847
"234759",-98.7148971557617,40.0039138793945,1652,49602,"Nebraska","Franklin",1059,"AL",0.569602228,-18.21288739,0.506313091,-5.918092689
"234915",-100.221778869629,40.697193145752,1653,49609,"Nebraska","Frontier",31063,"NE",0,0,0.369685767,-48.76155268
"234925",-100.095726013184,40.3534164428711,1654,49620,"Nebraska","Furnas",31065,"NE",0.409165303,0.941080196,0.818330606,0.941080196
"234933",-96.9100875854492,40.5081176757812,1655,49629,"Nebraska","Gage",31067,"NE",0.692424872,29.04491529,0.830909846,32.73191287
"234941",-102.060966491699,41.2185821533203,1656,49638,"Nebraska","Garden",31069,"NE",0,-100,1.569858713,215.5416013
"234957",-98.7550048828125,41.7399749755859,1657,49655,"Nebraska","Garfield",8045,"CO",0.800542977,3.868631847,1.44445798,5.721361066
"234987",-99.6488189697266,40.680004119873,1658,49661,"Nebraska","Gosper",31073,"NE",0.507614213,NA,0.507614213,2.538071066
"234995",-102.020858764648,42.0894813537598,1659,49670,"Nebraska","Grant",5053,"AR",0.330687831,-34.77733686,0.496031746,10.06324405
"235115",-98.2966384887695,41.734245300293,1660,49679,"Nebraska","Greeley",20071,"KS",0,-100,0,-100
"235127",-98.2966384887695,40.697193145752,1661,49686,"Nebraska","Hall",13139,"GA",0.581879944,4.916480451,0.566153459,-2.826835674
"235145",-97.8382720947266,41.1670188903809,1662,49693,"Nebraska","Hamilton",12047,"FL",0.498291572,-7.006335421,0.213553531,-46.8607631
"235305",-99.6316299438477,39.9981803894043,1663,49710,"Nebraska","Harlan",21095,"KY",0.639136456,17.9766005,0.213045485,-21.348933
"235315",-101.327583312988,40.3534164428711,1664,49716,"Nebraska","Hayes",31085,"NE",0,-100,0,0
"235322",-101.316131591797,40.0096435546875,1665,49724,"Nebraska","Hitchcock",31087,"NE",0,0,1.034126163,-24.87073423
"235328",-98.7607345581055,42.0837478637695,1666,49731,"Nebraska","Holt",29087,"MO",0.664304694,-34.75199291,1.771479185,189.9911426
"235386",-101.40779876709,41.7457046508789,1667,49761,"Nebraska","Hooker",31091,"NE",1.373626374,0.686813187,2.747252747,101.3736264
"235392",-98.7492752075195,41.0466995239258,1668,49768,"Nebraska","Howard",5061,"AR",0.666666667,14.50833333,0.592592593,62.8562963
"235434",-96.9100875854492,40.3362274169922,1669,49775,"Nebraska","Jefferson",1073,"AL",0.971559929,10.67731679,0.569013292,1.810239331
"235564",-96.0850219726562,40.5081176757812,1670,49781,"Nebraska","Johnson",5071,"AR",0.422995578,-36.8641777,0.422995578,7.330897904
"235624",-98.7263565063477,40.697193145752,1671,49787,"Nebraska","Kearney",31099,"NE",0.45153522,-2.528597231,0.45153522,46.20710415
"235636",-101.258834838867,41.0065879821777,1672,49800,"Nebraska","Keith",31101,"NE",0.985100357,-8.932944766,1.60078808,2.450437138
"235646",-103.373046875,41.0065879821777,1674,49837,"Nebraska","Kimball",31105,"NE",0.538647994,2.316186372,0.538647994,-59.07352545
"235654",-97.8382720947266,42.4160652160645,1675,49846,"Nebraska","Knox",17095,"IL",0.749006126,6.919612385,0.787416697,1.43655534
"235906",-96.4631729125977,41.0065879821777,1676,49875,"Nebraska","Lancaster",31109,"NE",0.931095611,7.587907861,0.669328518,15.53957035
"235938",-101.258834838867,40.697193145752,1677,49884,"Nebraska","Lincoln",5079,"AR",0.357909807,153.8475304,0.429491768,-39.0765927
"236250",-100.703056335449,41.7457046508789,1678,49898,"Nebraska","Logan",5083,"AR",0.592039348,10.65708777,0.409873395,-29.28422793
"236300",-99.2305603027344,42.0894813537598,1679,49904,"Nebraska","Loup",31115,"NE",0,0,3.401360544,NA
"236306",-97.8382720947266,42.0665626525879,1681,49919,"Nebraska","Madison",1089,"AL",0.942052361,3.894558648,0.645163132,-3.848606656
"236426",-97.7007598876953,41.3847427368164,1682,49926,"Nebraska","Merrick",31121,"NE",0.515065671,-32.92986522,0.772598506,50.90780325
"236458",-103.344398498535,42.0035362243652,1683,49959,"Nebraska","Morrill",31123,"NE",1.439736734,3.229123817,0.822706705,37.63883176
"236471",-98.2966384887695,41.4764175415039,1684,49973,"Nebraska","Nance",31125,"NE",0.56022409,108.907563,1.120448179,39.27170868
"236492",-96.0277252197266,40.2560157775879,1685,49995,"Nebraska","Nemaha",20131,"KS",0.295624754,50.25128104,1.281040599,8.514814085
"236514",-98.2909088134766,40.3362274169922,1686,50007,"Nebraska","Nuckolls",31129,"NE",0.457770657,NA,0.686655985,-38.26962692
"236520",-96.4689025878906,40.7716789245605,1687,50014,"Nebraska","Otoe",31131,"NE",0.506425271,-12.17460418,0.633031588,-17.66369142
"236535",-96.0792922973633,40.2560157775879,1688,50030,"Nebraska","Pawnee",20145,"KS",0.43377675,-24.88071139,0.578368999,0.159051475
"236556",-101.350509643555,40.697193145752,1689,50038,"Nebraska","Perkins",31135,"NE",0,0,0.691802145,1.591144933
"236572",-99.6488189697266,40.3534164428711,1690,50047,"Nebraska","Phelps",29161,"MO",0.713537137,9.58946241,0.735835173,5.722898716
"236604",-97.8382720947266,42.0665626525879,1691,50064,"Nebraska","Pierce",13229,"GA",0.68453478,27.07703649,0.315939129,-2.248433468
"236639",-97.6148147583008,41.3274459838867,1692,50072,"Nebraska","Platte",29165,"MO",0.654091235,-12.57079595,0.854538549,6.178220099
"236693",-97.8382720947266,41.1670188903809,1693,50091,"Nebraska","Polk",5113,"AR",0.395550062,-32.15327565,0.939431397,7.423980222
"236885",-96.0277252197266,40.2560157775879,1695,50115,"Nebraska","Richardson",31147,"NE",0.61515748,3.13730315,1.230314961,47.3390045
"236898",-99.2305603027344,42.0894813537598,1696,50129,"Nebraska","Rock",27133,"MN",0.62807495,-13.39743686,0.732754109,76.81356642
"236952",-96.9043502807617,40.680004119873,1697,50148,"Nebraska","Saline",5125,"AR",0.553063888,23.9828028,0.337023306,-6.55407996
"236982",-96.3256683349609,41.1784744262695,1698,50155,"Nebraska","Sarpy",31153,"NE",0.679470129,16.59035418,0.423942901,-4.06172144
"237009",-96.4631729125977,41.3732833862305,1699,50183,"Nebraska","Saunders",31155,"NE",0.382427458,-1.931258664,0.956068646,22.58592667
"237034",-96.9043502807617,41.0295066833496,1701,50218,"Nebraska","Seward",20175,"KS",0.468783294,-23.89303218,0.724483273,2.917376944
"237044",-102.078163146973,42.9947547912598,1702,50224,"Nebraska","Sheridan",20179,"KS",0.393855849,1.417881056,0.787711698,1.417881056
"237139",-99.2133712768555,41.3904724121094,1703,50244,"Nebraska","Sherman",20181,"KS",1.47299509,26.34089315,1.309328969,12.30301613
"237159",-103.395965576172,42.0035362243652,1704,50250,"Nebraska","Sioux",19167,"IA",0.663187336,-10.90210778,0.836192728,8.020019829
"237195",-97.0189437866211,42.0665626525879,1705,50263,"Nebraska","Stanton",20187,"KS",0.473709143,2.984367598,0.947418285,-31.34375493
"237207",-97.8153610229492,40.0039138793945,1706,50270,"Nebraska","Thayer",31169,"NE",0.191204589,-0.382409178,1.912045889,24.52198853
"237212",-100.84056854248,42.0894813537598,1707,50276,"Nebraska","Thomas",13275,"GA",0.822972041,5.079421568,0.711759603,17.80675892
"237230",-96.5605773925781,42.0035362243652,1708,50283,"Nebraska","Thurston",31173,"NE",0.43047783,-1.477973884,0.28698522,97.04405223
"237272",-98.7492752075195,41.3904724121094,1709,50305,"Nebraska","Valley",16085,"ID",0.814166497,16.01872583,2.646041115,9.976083859
"237290",-96.4459838867188,41.6654891967773,1710,50312,"Nebraska","Washington",1129,"AL",0.178210764,-22.06397766,0.356421528,3.914696448
"238189",-97.3684463500977,42.0780181884766,1711,50342,"Nebraska","Wayne",13305,"GA",0.701192026,-19.05007744,0.701192026,5.234899329
"238317",-98.7148971557617,40.0039138793945,1712,50351,"Nebraska","Webster",13307,"GA",0,0,0,0
"238365",-98.2966384887695,41.8946723937988,1713,50358,"Nebraska","Wheeler",13309,"GA",0.125078174,-10.56910569,0.250156348,-10.56910569
"238393",-97.8382720947266,40.691463470459,1714,50366,"Nebraska","York",23031,"ME",0.782223108,7.116763268,1.220666633,0.713679826
"238418",-117.777198791504,39.0929069519043,1715,50372,"Nevada","Churchill",32001,"NV",0.708658135,18.42622313,0.500229272,-3.544252654
"238470",-114.047248840332,36.8411865234375,1716,50425,"Nevada","Clark",5019,"AR",0.841601701,-2.795003544,0.48724309,2.321048901
"238962",-120.006011962891,39.0642623901367,1717,50467,"Nevada","Douglas",8035,"CO",0.648364152,2.494716418,0.600690317,-2.85870944
"239262",-114.041519165039,40.1299629211426,1718,50493,"Nevada","Elko",32007,"NV",0.739112307,19.35431907,0.549596331,-8.188985331
"239275",-118.418922424316,37.8839683532715,1719,50507,"Nevada","Esmeralda",32009,"NV",0,0,1.216545012,-1.946472019
"239285",-116.573997497559,41.0180473327637,1720,50518,"Nevada","Eureka",32011,"NV",0.991080278,90.88206145,0.495540139,-4.558969277
"239309",-117.301658630371,40.5367622375488,1721,50543,"Nevada","Humboldt",6023,"CA",0.682447018,7.380228148,0.993998917,-1.524895442
"239360",-117.777198791504,39.0929069519043,1722,50561,"Nevada","Lander",32015,"NV",0.332834082,88.38409053,0.998502247,13.03045432
"239404",-114.047248840332,38.6689224243164,1723,50606,"Nevada","Lincoln",5079,"AR",0.357909807,153.8475304,0.429491768,-39.0765927
"239716",-119.289810180664,39.6142997741699,1724,50620,"Nevada","Lyon",19119,"IA",0.427972267,23.65188736,0.599161174,-23.06104787
"239901",-118.418922424316,37.8839683532715,1725,50658,"Nevada","Mineral",8079,"CO",1.432664756,NA,7.163323782,-12.60744986
"239957",-117.920440673828,39.0642623901367,1726,50673,"Nevada","Nye",32023,"NV",0.638569604,57.67702569,0.449363795,5.118017123
"239976",-119.318458557129,40.966480255127,1727,50693,"Nevada","Pershing",32027,"NV",0.597193192,33.99024585,0.149298298,-79.90146312
"239987",-119.289810180664,39.6142997741699,1728,50705,"Nevada","Storey",32029,"NV",0,-100,2.044989775,3.911042945
"240009",-119.186676025391,39.6257629394531,1729,50728,"Nevada","Washoe",32031,"NV",0.754411718,-6.488317023,0.74532242,4.126278253
"240056",-71.7228546142578,43.5677108764648,1732,50827,"New hampshire","Belknap",33001,"NH",0.795953901,8.848504948,1.4095017,4.705094781
"240081",-71.4994049072266,43.7338676452637,1733,50853,"New hampshire","Carroll",5015,"AR",0.540657439,-22.72013295,1.838235294,-0.154411765
"240692",-72.4447860717773,43.1379928588867,1734,50901,"New hampshire","Cheshire",33005,"NH",0.630624713,18.89890618,0.748866846,-12.28953796
"240725",-71.7515029907227,44.3985023498535,1735,50935,"New hampshire","Coos",33007,"NH",0.758221969,14.50530325,1.263703282,16.62577182
"240839",-71.9176635742188,43.533332824707,1736,50993,"New hampshire","Grafton",33009,"NH",0.858819068,17.49437607,1.449954271,4.828157296
"240919",-72.0093383789062,43.1895561218262,1737,51074,"New hampshire","Hillsborough",12057,"FL",0.635874247,5.031718362,0.66474309,5.770818942
"241011",-71.2587661743164,43.2755012512207,1738,51121,"New hampshire","Merrimack",33013,"NH",0.72704541,-3.897041751,0.699866142,-4.031345824
"241045",-71.4020004272461,43.0119400024414,1739,51156,"New hampshire","Rockingham",33015,"NH",0.908120191,-12.14071135,1.014566514,9.663491079
"241192",-70.960823059082,43.5104141235352,1740,51206,"New hampshire","Strafford",33017,"NH",0.6926531,2.674556063,0.764306869,6.858785621
"241227",-72.4447860717773,43.1379928588867,1741,51242,"New hampshire","Sullivan",18153,"IN",0.522565321,24.73634204,0.712589074,53.08551069
"241431",-74.9829864501953,39.5168991088867,1742,51277,"New jersey","Atlantic",34001,"NJ",0.755789237,11.95853215,1.188187886,6.761213788
"241471",-74.0032272338867,40.8232421875,1743,51318,"New jersey","Bergen",34003,"NJ",0.816219852,2.063644618,1.000458454,21.72050744
"241498",-75.046012878418,39.9981803894043,1744,51346,"New jersey","Burlington",34005,"NJ",0.689314732,-4.816911309,0.618159663,18.18763668
"241539",-75.1491394042969,39.8835906982422,1745,51388,"New jersey","Camden",13039,"GA",0.672727622,-11.44071955,0.845714725,11.33166686
"241643",-74.85693359375,39.327823638916,1747,51450,"New jersey","Cumberland",17035,"IL",0.276931598,-23.53918582,0.461552663,-15.0435398
"242003",-74.3756484985352,40.7487602233887,1748,51496,"New jersey","Essex",25009,"MA",0.748936082,1.19345025,0.807446713,3.069527008
"242163",-75.0689315795898,39.5398178100586,1749,51529,"New jersey","Gloucester",34015,"NJ",0.58772783,-8.211606078,0.546483772,13.79613749
"242233",-74.1464691162109,40.7888641357422,1750,51565,"New jersey","Hudson",34017,"NJ",0.756222772,1.351910482,0.774156909,30.11052312
"242254",-74.8970413208008,40.7831344604492,1751,51587,"New jersey","Hunterdon",34019,"NJ",0.785296707,13.26272645,1.102588306,27.50688769
"242298",-74.4558639526367,40.2732048034668,1752,51632,"New jersey","Mercer",17131,"IL",0.313577924,3.091878332,0.752587018,37.45583778
"242570",-74.4558639526367,40.2732048034668,1753,51667,"New jersey","Middlesex",9007,"CT",0.642646247,10.86116366,1.067035279,-3.96276553
"242722",-74.5704574584961,40.1242332458496,1754,51706,"New jersey","Monmouth",34025,"NJ",0.842233731,9.851916478,1.09013649,11.07536738
"242767",-74.2954406738281,40.9034576416016,1755,51752,"New jersey","Morris",20127,"KS",0.877500878,30.7037557,1.053001053,-10.37456752
"242932",-74.5418090820312,40.0726699829102,1756,51808,"New jersey","Ocean",34029,"NJ",0.701005115,0.945264973,0.736822895,9.6857527
"242981",-74.2954406738281,40.9034576416016,1757,51858,"New jersey","Passaic",34031,"NJ",0.650478721,-1.411744722,0.752668731,35.49151224
"243014",-75.0689315795898,39.5398178100586,1758,51892,"New jersey","Salem",34033,"NJ",0.525380515,-8.496687907,0.47902341,13.22573702
"243088",-74.7308807373047,40.7258415222168,1759,51930,"New jersey","Somerset",23025,"ME",0.429998241,-17.01989502,0.625451987,-22.40821353
"243248",-74.7709884643555,40.9149169921875,1760,51971,"New jersey","Sussex",10005,"DE",0.673467742,-7.634847687,1.380134599,4.993200481
"243305",-74.3756484985352,40.7487602233887,1761,51991,"New jersey","Union",5139,"AR",0.671190991,17.30181222,0.696049917,21.64632378
"243755",-75.1262283325195,40.9607543945312,1762,52017,"New jersey","Warren",13301,"GA",0.18115942,7.137681159,0,-100
"244217",-106.24356842041,35.2197151184082,1763,52051,"New mexico","Bernalillo",35001,"NM",0.825992412,8.251096364,0.626155538,2.833728052
"244230",-109.051063537598,34.5722732543945,1764,52065,"New mexico","Catron",35003,"NM",0,-100,0.562429696,-58.50393701
"244249",-103.946006774902,34.0737991333008,1765,52085,"New mexico","Chaves",35005,"NM",0.637542123,15.3065768,0.5920034,-24.42089924
"244279",-104.014755249023,36.2052040100098,1766,52116,"New mexico","Colfax",31037,"NE",0.380807312,31.75932978,0.666412795,-46.78950144
"244339",-103.046455383301,34.7327003479004,1767,52147,"New mexico","Curry",35009,"NM",0.667072142,7.088081261,0.490494222,-30.80315605
"244367",-103.716819763184,31.9939613342285,1770,52209,"New mexico","Eddy",35015,"NM",0.656086532,9.849388244,0.620622396,-7.634148023
"244393",-109.056785583496,32.7789154052734,1771,52223,"New mexico","Grant",5053,"AR",0.330687831,-34.77733686,0.496031746,10.06324405
"244933",-105.309646606445,34.3373603820801,1772,52260,"New mexico","Guadalupe",35019,"NM",0.223813787,-65.405849,1.342882722,-22.16316025
"244975",-104.43302154541,36.2052040100098,1773,52282,"New mexico","Harding",35021,"NM",0,0,1.464128843,2.489019034
"245055",-109.056785583496,32.4236831665039,1774,52323,"New mexico","Hidalgo",35023,"NM",0.657894737,-17.4506579,0.877192982,120.1315789
"245097",-103.361587524414,31.9939613342285,1775,52345,"New mexico","Lea",35025,"NM",0.628580408,1.33187617,0.542864898,-20.4419154
"245116",-105.309646606445,34.3373603820801,1776,52365,"New mexico","Lincoln",5079,"AR",0.357909807,153.8475304,0.429491768,-39.0765927
"245668",-107.693153381348,32.5955696105957,1778,52422,"New mexico","Luna",35029,"NM",0.770072549,13.78501386,0.891662951,1.807643983
"245686",-105.72216796875,35.9588317871094,1780,52459,"New mexico","Mora",35033,"NM",0.217770035,5.81445993,0,-100
"245736",-105.997192382812,31.9939613342285,1781,52510,"New mexico","Otero",8089,"CO",0.594980528,-7.068999712,0.919515361,-21.66147083
"245780",-103.046455383301,35.7296485900879,1782,52533,"New mexico","Quay",35037,"NM",0.941065757,4.928831902,0.823432537,4.928831902
"245811",-103.052185058594,34.3144416809082,1784,52618,"New mexico","Roosevelt",30085,"MT",0.44122838,13.99135192,0.352982704,-47.88966769
"245841",-107.314994812012,35.2999305725098,1785,52634,"New mexico","Sandoval",35043,"NM",0.45782222,1.814136207,0.305214813,-8.446203101
"245874",-107.309265136719,32.5955696105957,1789,52760,"New mexico","Sierra",6091,"CA",0.333000333,8.158508159,0.999000999,62.23776224
"245930",-107.710334777832,33.4779243469238,1790,52789,"New mexico","Socorro",35053,"NM",0.635470826,26.57872778,0.808781051,31.80925372
"245952",-106.008651733398,36.9844245910645,1791,52812,"New mexico","Taos",35055,"NM",0.78587837,-14.09825495,1.632208923,2.929605759
"246000",-105.292457580566,35.0306396484375,1792,52861,"New mexico","Torrance",35057,"NM",0.448401768,5.143808853,0.448401768,-18.221482
"246024",-103.086570739746,36.9958839416504,1793,52886,"New mexico","Union",5139,"AR",0.671190991,17.30181222,0.696049917,21.64632378
"246438",-109.051063537598,34.9504280090332,1794,52910,"New mexico","Cibola",35006,"NM",0.511901715,-0.921423087,0.329079674,-10.82928078
"246459",-73.7854995727539,42.4676284790039,1795,52932,"New york","Albany",36001,"NY",1.05136434,6.795136466,1.093548712,0.373608292
"246511",-78.208740234375,41.9978065490723,1796,52959,"New york","Allegany",24001,"MD",0.84987389,6.377298315,0.671674526,0.886857112
"246535",-73.9172821044922,40.9034576416016,1797,52972,"New york","Bronx",36005,"NY",0.649441404,11.03116472,0.400512044,11.58079059
"246544",-75.4757308959961,42.0035362243652,1798,52982,"New york","Broome",36007,"NY",0.785410618,4.514226805,0.881686758,0.660073133
"246584",-78.9249420166016,42.0035362243652,1799,53023,"New york","Cattaraugus",36009,"NY",0.623409669,14.0428811,0.992366412,7.941303899
"246608",-76.7305068969727,43.0233993530273,1800,53048,"New york","Cayuga",36011,"NY",0.672392576,1.711429405,0.811945752,-1.370735122
"246649",-79.0567169189453,42.5421180725098,1801,53090,"New york","Chautauqua",20019,"KS",0,-100,1.43636886,-46.9836254
"246687",-76.9367752075195,41.9978065490723,1802,53110,"New york","Chemung",36015,"NY",0.706391706,12.07535116,0.854506095,10.03190156
"246706",-75.2923889160156,42.7541122436523,1803,53130,"New york","Chenango",36017,"NY",0.526038927,40.20044852,0.930684255,4.730933337
"246730",-74.0318756103516,45.0001029968262,1804,53155,"New york","Clinton",17027,"IL",0.475473492,-15.18684976,0.977362179,26.24486156
"246973",-73.3500595092773,42.5134658813477,1805,53183,"New york","Columbia",5027,"AR",0.919232858,50.8890096,0.334266494,-8.552115396
"247157",-75.8596115112305,42.4160652160645,1806,53207,"New york","Cortland",36023,"NY",0.856723238,32.14420488,0.87712141,-1.606912384
"247165",-75.4127044677734,42.3129348754883,1807,53216,"New york","Delaware",18035,"IN",0.657703675,4.423790174,0.597912431,-2.432317262
"247453",-73.4990234375,42.049373626709,1808,53265,"New york","Dutchess",36027,"NY",0.822715027,22.74040012,1.170008665,12.41435685
"247477",-79.0567169189453,42.5421180725098,1809,53290,"New york","Erie",36029,"NY",0.834385345,11.00995903,0.857141309,10.36402637
"247663",-74.0605239868164,43.7453269958496,1810,53353,"New york","Essex",25009,"MA",0.748936082,1.19345025,0.807446713,3.069527008
"247893",-73.9172821044922,44.438606262207,1811,53400,"New york","Franklin",1059,"AL",0.569602228,-18.21288739,0.506313091,-5.918092689
"248413",-74.7709884643555,43.0463180541992,1812,53421,"New york","Fulton",5049,"AR",0.329896907,-42.35758468,0.329896907,-32.75051546
"248557",-78.4608383178711,43.1322631835938,1813,53440,"New york","Genesee",26049,"MI",0.714467359,14.956455,0.571573887,5.899279761
"248593",-74.2553329467773,42.4103355407715,1814,53459,"New york","Greene",1063,"AL",0.11691804,7.354144745,0.233836081,-28.43057017
"248999",-74.2839736938477,44.117748260498,1815,53489,"New york","Hamilton",12047,"FL",0.498291572,-7.006335421,0.213553531,-46.8607631
"249279",-75.2236251831055,42.8744316101074,1816,53518,"New york","Herkimer",36043,"NY",0.78438755,32.8938286,0.894201807,-14.0752141
"249314",-75.4470825195312,44.2151527404785,1817,53554,"New york","Jefferson",1073,"AL",0.971559929,10.67731679,0.569013292,1.810239331
"250718",-73.8657150268555,40.6341667175293,1818,53609,"New york","Kings",6031,"CA",0.578961729,13.02965912,0.299462963,-6.935467157
"250758",-75.756477355957,43.4703102111816,1819,53630,"New york","Lewis",16061,"ID",1.042209484,99.68733716,0.521104742,-50.07816571
"250891",-78.0540390014648,42.5191993713379,1820,53650,"New york","Livingston",17105,"IL",0.527662718,-6.330273689,0.844260349,6.360463424
"251101",-75.8939895629883,42.7884902954102,1821,53686,"New york","Madison",1089,"AL",0.942052361,3.894558648,0.645163132,-3.848606656
"251821",-77.3722152709961,43.2812309265137,1822,53723,"New york","Monroe",1099,"AL",0.410078826,-4.787898118,0.45564314,32.23903039
"252314",-74.2496032714844,42.7999458312988,1823,53753,"New york","Montgomery",1101,"AL",0.928427112,25.03935482,0.623372489,2.074778554
"252548",-73.7167510986328,40.5768699645996,1824,53767,"New york","Nassau",12089,"FL",0.639528054,-1.116716508,0.861405134,15.92439357
"252616",-78.4608383178711,43.3614463806152,1826,53819,"New york","Niagara",36063,"NY",0.627561176,-2.46028846,0.857042501,13.59388529
"252648",-75.2465515136719,42.8687019348145,1827,53852,"New york","Oneida",16071,"ID",1.195028681,153.8240918,0.956022945,103.0592734
"252747",-76.4784088134766,43.2239379882812,1828,53886,"New york","Onondaga",36067,"NY",0.914147067,27.82493726,0.762501175,2.911799852
"252787",-76.9826126098633,42.759838104248,1829,53927,"New york","Ontario",36069,"NY",0.793021412,2.437346531,1.148513768,23.13675518
"252818",-74.765266418457,41.4305801391602,1830,53959,"New york","Orange",6059,"CA",0.886977172,4.89144135,0.858047092,6.486852492
"253082",-78.0082015991211,43.3614463806152,1831,53993,"New york","Orleans",22071,"LA",0.788405495,4.632261788,1.235949209,15.75653102
"253118",-76.0028533935547,43.1838302612305,1832,54006,"New york","Oswego",36075,"NY",0.777418474,41.62359985,0.769148065,4.309296767
"253167",-74.7709884643555,42.8629722595215,1833,54056,"New york","Otsego",26137,"MI",0.827883103,0.132461296,0.952065568,-4.039724591
"253275",-73.5448608398438,41.5337104797363,1834,54111,"New york","Putnam",12107,"FL",0.388118043,-3.55784114,0.388118043,-6.668878522
"253356",-73.7625885009766,40.7774085998535,1835,54121,"New york","Queens",36081,"NY",0.844252621,18.24688609,0.780933674,14.13708578
"253396",-73.3500595092773,42.5134658813477,1836,54162,"New york","Rensselaer",36083,"NY",0.619625221,-6.082520131,0.707248989,11.44423429
"253427",-74.1693878173828,40.6513557434082,1837,54194,"New york","Richmond",13245,"GA",0.78463311,6.671946081,0.645584204,-5.080471795
"253522",-74.2381362915039,41.144100189209,1838,54214,"New york","Rockland",36087,"NY",0.790450371,3.818760872,0.941747513,6.864799022
"253536",-74.0891723632812,42.954647064209,1840,54259,"New york","Saratoga",36091,"NY",0.742482916,15.13856355,0.960337185,2.931199111
"253591",-74.0891723632812,42.954647064209,1841,54315,"New york","Schenectady",36093,"NY",0.783382027,8.720721878,0.744855042,23.38163361
"253611",-74.6564025878906,42.8285942077637,1842,54336,"New york","Schoharie",36095,"NY",0.380155864,-4.153933882,0.823671038,-12.91405821
"253647",-76.9081268310547,42.5421180725098,1843,54373,"New york","Schuyler",17169,"IL",0.409276944,-23.37312415,0.545702592,-18.26466576
"253725",-76.9596862792969,43.0176734924316,1844,54400,"New york","Seneca",36099,"NY",0.573328747,6.476200822,0.917325995,15.60273232
"253793",-76.9711532592773,41.9978065490723,1845,54435,"New york","Steuben",18151,"IN",0.612102134,-19.49915247,1.195056547,-18.27247289
"253831",-73.4818420410156,40.8919982910156,1846,54455,"New york","Suffolk",25025,"MA",0.970995264,7.820217325,1.196474701,13.65144977
"254170",-74.765266418457,41.4305801391602,1847,54569,"New york","Sullivan",18153,"IN",0.522565321,24.73634204,0.712589074,53.08551069
"254338",-76.1288986206055,42.4103355407715,1848,54598,"New york","Tioga",36107,"NY",0.481251253,17.41613911,0.782033287,14.48073563
"254438",-76.7018661499023,42.5535736083984,1849,54649,"New york","Tompkins",36109,"NY",0.70684204,1.045558485,1.002951543,2.824820981
"254469",-74.3756484985352,41.591007232666,1850,54681,"New york","Ulster",36111,"NY",0.858987503,20.67981507,1.402089279,11.33686165
"254507",-74.0605239868164,43.7453269958496,1851,54720,"New york","Warren",13301,"GA",0.18115942,7.137681159,0,-100
"255039",-73.3901672363281,43.8140830993652,1852,54759,"New york","Washington",1129,"AL",0.178210764,-22.06397766,0.356421528,3.914696448
"256899",-77.3779525756836,43.0348587036133,1853,54820,"New york","Wayne",13305,"GA",0.701192026,-19.05007744,0.701192026,5.234899329
"257267",-73.8084259033203,40.8862686157227,1854,54844,"New york","Westchester",36119,"NY",0.789608424,6.812186773,1.105246167,13.43201476
"257292",-77.9623641967773,42.8629722595215,1855,54870,"New york","Wyoming",36121,"NY",0.582693989,-1.5573468,0.606972905,-1.399586138
"257343",-77.3664855957031,42.5822219848633,1856,54888,"New york","Yates",36123,"NY",0.555379245,56.1417892,0.912408759,0.376864487
"257369",-79.5380020141602,35.84423828125,1857,54915,"North carolina","Alamance",37001,"NC",0.808770669,5.45947551,0.74458252,-1.191922791
"257379",-81.3428192138672,35.7926750183105,1858,54926,"North carolina","Alexander",17003,"IL",0,-100,0.53390283,10.71809931
"257443",-81.3657379150391,36.5776252746582,1859,54959,"North carolina","Alleghany",37005,"NC",0.367680853,-18.1910102,1.286882986,10.12748627
